opp_week,opp_TEAM,opp_OPP,opp_opp_points,opp_first_downs,opp_total_yds,opp_passing_yds,opp_rushing_yds,opp_penalty_cnt,opp_penalty_yds,opp_turnovers,opp_punt_cnt,opp_punt_yds,opp_punt_avg,opp_pos_time
12,DEN,NE,34,27,440,324,116,5,36,3,6,267,39,2046
13,DEN,KC,28,27,452,293,159,9,102,1,5,229,45,1916
14,DEN,TEN,28,15,254,158,96,8,66,2,4,201,44,1240
15,DEN,SD,27,24,337,160,177,4,35,0,3,126,42,2329
16,DEN,HOU,13,14,240,153,87,4,57,2,8,359,42,1867
17,DEN,OAK,14,17,255,191,64,2,10,1,5,229,42,1471
1,DET,MIN,24,16,330,225,105,5,52,4,5,211,35,1421
2,DET,ARI,25,24,348,261,87,7,40,1,5,214,42,1879
3,DET,WAS,20,27,420,300,120,6,45,2,5,231,44,1872
4,DET,CHI,32,18,417,286,131,4,30,4,5,201,29,1691
5,DET,GB,22,16,449,269,180,10,72,0,3,141,34,1939
6,DET,CLE,17,23,395,269,126,9,87,2,6,284,44,1591
7,DET,CIN,27,18,421,364,57,6,50,0,4,189,47,1529
8,DET,DAL,30,13,266,204,62,2,31,0,7,313,38,1489
10,DET,CHI,19,19,338,300,38,5,39,1,5,213,43,1895
11,DET,PIT,37,24,398,358,40,4,23,0,5,219,40,1935
12,DET,TB,24,10,229,207,22,9,67,0,5,218,35,1598
13,DET,GB,10,7,126,102,24,3,25,3,6,287,40,1174
14,DET,PHI,34,23,478,179,299,1,5,1,6,249,30,1887
15,DET,BAL,18,18,305,215,90,7,60,0,5,240,43,1655
16,DET,NYG,23,15,279,238,41,5,30,2,6,279,38,1783
17,DET,MIN,14,19,345,171,174,4,25,2,6,244,39,1643
1,GB,SF,34,23,494,404,90,11,85,0,5,236,38,2315
2,GB,WAS,20,18,422,314,108,7,78,1,5,184,35,1651
3,GB,CIN,34,19,297,215,82,5,43,4,3,131,44,1689
5,GB,DET,9,19,286,222,64,7,50,0,6,311,43,1661
6,GB,BAL,17,15,360,313,47,6,40,1,9,375,32,1718
7,GB,CLE,13,17,216,133,83,12,106,1,3,133,32,1600
8,GB,MIN,31,15,243,132,111,7,46,0,4,186,23,1146
9,GB,CHI,27,25,442,271,171,4,45,0,6,210,28,1989
10,GB,PHI,27,19,415,211,204,5,65,1,2,77,38,1536
11,GB,NYG,27,19,334,256,78,3,30,1,5,265,42,2114
12,GB,MIN,26,28,447,215,232,5,53,1,6,257,42,2433
13,GB,DET,40,30,561,320,241,5,50,4,1,33,33,2426
14,GB,ATL,21,18,285,202,83,3,15,2,4,178,42,1588
15,GB,DAL,36,27,466,332,134,7,79,2,2,103,29,1903
16,GB,PIT,38,21,343,192,151,7,58,2,5,178,32,1600
17,GB,CHI,28,17,345,224,121,5,40,2,4,137,29,1491
1,HOU,SD,28,14,263,183,80,7,55,1,6,287,44,1409
2,HOU,TEN,24,14,248,129,119,9,70,0,8,382,47,1874
3,HOU,BAL,30,16,236,161,75,10,87,0,4,194,44,1764
4,HOU,SEA,23,15,270,91,179,9,62,2,6,278,43,1908
5,HOU,SF,34,17,284,107,177,3,17,0,4,195,44,1568
6,HOU,STL,38,15,216,117,99,9,74,0,3,135,43,1490
7,HOU,KC,17,20,357,231,126,5,24,2,4,174,42,1932
9,HOU,IND,27,17,314,245,69,3,15,0,5,222,41,1428
10,HOU,ARI,27,19,332,235,97,5,29,3,5,219,41,1868
11,HOU,OAK,28,12,341,176,165,8,77,0,11,540,38,1891
12,HOU,JAC,13,16,333,215,118,7,63,0,6,259,33,2021
13,HOU,NE,34,28,453,365,88,0,0,1,3,132,35,2025
14,HOU,JAC,27,18,281,132,149,8,57,0,8,341,38,1478
15,HOU,IND,25,19,331,179,152,4,36,1,6,258,35,1991
16,HOU,DEN,37,25,511,397,114,8,67,0,6,292,37,1733
17,HOU,TEN,16,17,311,160,151,7,76,1,6,253,42,1935
1,IND,OAK,17,20,372,201,171,8,51,2,2,101,29,1967
2,IND,MIA,24,21,398,297,101,0,0,1,5,208,38,1766
3,IND,SF,7,14,254,139,115,6,48,2,7,305,38,1415
4,IND,JAC,3,14,205,165,40,9,65,3,6,290,45,1402
5,IND,SEA,28,21,423,205,218,7,85,2,2,77,39,1882
6,IND,SD,19,24,374,227,147,5,25,0,3,145,45,2311
7,IND,DEN,33,23,429,365,64,12,103,3,7,331,42,1693
9,IND,HOU,24,22,483,340,143,5,86,0,4,164,33,2172
10,IND,STL,38,12,372,232,140,8,46,1,5,242,43,1838
11,IND,TEN,27,20,340,218,122,4,34,1,3,117,34,1657
12,IND,ARI,40,27,410,290,120,9,84,0,2,72,36,2209
13,IND,TEN,14,24,347,185,162,6,74,4,6,222,32,2035
14,IND,CIN,42,28,430,275,155,7,60,0,5,253,43,2265
15,IND,HOU,3,12,239,132,107,14,114,2,8,396,36,1609
16,IND,KC,7,18,287,132,155,7,65,4,5,270,48,1300
17,IND,JAC,10,19,350,308,42,5,50,2,5,230,45,1580
1,KC,JAC,2,12,178,107,71,5,30,2,11,556,42,1710
2,KC,DAL,16,20,318,281,37,5,27,2,4,200,40,1907
3,KC,PHI,16,21,431,171,260,6,45,5,4,148,34,1253
4,KC,NYG,7,11,298,200,98,7,65,3,8,399,31,1444
5,KC,TEN,17,19,339,234,105,6,35,3,6,272,39,1723
6,KC,OAK,7,18,274,149,125,11,68,3,8,414,45,2040
7,KC,HOU,16,14,294,221,73,4,40,1,5,249,43,1668
8,KC,CLE,17,13,340,283,57,9,70,1,6,280,40,1435
9,KC,BUF,13,25,470,229,241,6,48,3,3,108,36,1814
11,KC,DEN,27,24,427,323,104,13,82,1,6,275,40,1793
12,KC,SD,41,24,491,387,104,9,97,0,5,200,33,1857
13,KC,DEN,35,25,535,403,132,10,75,2,3,132,44,1684
14,KC,WAS,10,13,257,192,65,4,27,2,8,338,20,1550
15,KC,OAK,31,26,461,331,130,10,90,7,1,48,39,2047
16,KC,IND,23,19,367,232,135,3,31,0,4,201,45,2300
17,KC,SD,27,19,405,219,186,4,22,1,5,232,40,2228
1,SD,HOU,31,26,449,329,120,7,73,1,3,135,43,2191
2,SD,PHI,30,22,511,422,89,9,82,1,3,134,43,1183
3,SD,TEN,20,23,452,282,170,11,116,0,3,140,44,1898
4,SD,DAL,21,21,317,225,92,5,33,1,5,203,34,1557
5,SD,OAK,27,17,299,195,104,8,85,0,6,297,43,1745
6,SD,IND,9,12,267,193,74,5,28,1,5,203,41,1289
7,SD,JAC,6,18,353,275,78,6,45,1,3,150,40,1350
9,SD,WAS,30,27,500,291,209,7,65,1,3,123,41,2403
10,SD,DEN,28,22,397,313,84,3,28,1,5,233,43,1317
11,SD,MIA,20,21,343,239,104,3,15,1,4,209,41,1716
12,SD,KC,38,26,395,281,114,7,62,2,4,178,43,1743
13,SD,CIN,17,19,354,190,164,3,30,2,4,222,56,1780
14,SD,NYG,14,18,333,241,92,7,72,3,3,141,46,1384
15,SD,DEN,20,19,295,277,18,6,43,1,4,186,44,1271
16,SD,OAK,13,14,265,206,59,12,73,2,5,271,47,1518
17,SD,KC,24,22,332,189,143,1,5,0,5,229,41,2076
1,MIA,CLE,10,20,291,244,47,9,57,3,5,225,44,1633
2,MIA,IND,20,23,448,315,133,3,13,1,4,206,42,1834
3,MIA,ATL,23,24,377,231,146,7,59,2,2,66,33,2229
4,MIA,NO,38,23,465,397,68,6,45,1,3,142,46,2029
5,MIA,BAL,26,20,384,251,133,6,64,2,5,171,32,2176
7,MIA,BUF,23,15,268,178,90,6,53,1,7,318,41,1812
8,MIA,NE,27,19,252,100,152,5,35,1,5,217,38,1501
9,MIA,CIN,20,28,465,302,163,3,63,4,4,154,39,2402
10,MIA,TB,22,18,264,124,140,9,70,1,5,212,36,2088
11,MIA,SD,16,22,435,281,154,10,76,1,4,174,39,1884
12,MIA,CAR,20,20,295,159,136,8,56,1,7,397,47,1812
13,MIA,NYJ,3,10,177,78,99,4,25,3,7,316,40,1268
14,MIA,PIT,28,13,293,220,73,5,34,1,4,143,30,1427
15,MIA,NE,20,29,453,357,96,1,2,1,3,146,46,1882
16,MIA,BUF,19,18,390,187,203,4,31,1,6,218,33,2191
17,MIA,NYJ,20,22,374,220,154,5,36,0,5,210,37,1944
1,MIN,DET,34,28,469,352,117,11,88,2,4,152,37,2179
2,MIN,CHI,31,24,411,282,129,4,35,4,3,111,37,1834
3,MIN,CLE,31,23,409,306,103,5,47,4,5,234,46,1732
4,MIN,PIT,27,29,434,357,77,4,50,2,4,143,36,2187
6,MIN,CAR,35,22,367,236,131,6,40,0,3,99,33,2187
7,MIN,NYG,23,17,257,193,64,5,72,1,9,438,33,2182
8,MIN,GB,44,26,464,282,182,6,120,0,0,0,0,2454
9,MIN,DAL,27,20,350,314,36,5,45,1,5,222,37,1713
10,MIN,WAS,27,27,433,242,191,8,63,0,3,135,34,2161
11,MIN,SEA,41,16,323,230,93,7,96,0,5,208,42,1551
12,MIN,GB,26,30,494,298,196,7,50,0,8,326,41,2067
13,MIN,CHI,20,20,480,345,135,6,51,1,7,249,34,2048
14,MIN,BAL,29,23,325,228,97,5,45,3,6,328,46,1932
15,MIN,PHI,30,25,475,396,79,9,94,1,4,165,38,1414
16,MIN,CIN,42,24,429,348,81,6,55,1,4,160,35,2372
17,MIN,DET,13,14,245,182,63,6,52,0,7,355,37,1957
1,NE,BUF,21,15,286,150,136,10,75,2,9,412,40,1337
2,NE,NYJ,10,15,318,189,129,7,66,4,9,401,37,2040
3,NE,TB,3,18,323,226,97,4,48,1,3,149,40,1619
4,NE,ATL,23,26,457,399,58,6,55,1,3,137,46,1761
5,NE,CIN,13,21,341,179,162,7,59,2,6,275,39,2056
6,NE,NO,27,20,361,230,131,7,56,2,6,268,43,1689
7,NE,NYJ,30,27,383,206,177,9,45,1,6,241,31,2773
8,NE,MIA,17,23,301,145,156,7,61,3,4,161,37,2099
9,NE,PIT,31,24,479,371,108,8,96,3,3,140,32,1872
11,NE,CAR,24,20,300,197,103,7,47,0,2,87,37,1754
12,NE,DEN,31,28,412,132,280,9,85,4,8,325,36,2338
13,NE,HOU,31,19,385,264,121,2,25,1,3,134,41,1574
14,NE,CLE,26,24,494,386,108,7,75,0,6,259,42,1900
15,NE,MIA,24,20,378,289,89,4,21,1,4,189,47,1718
16,NE,BAL,7,19,358,237,121,9,83,4,4,212,45,1682
17,NE,BUF,20,19,393,224,169,6,54,0,4,169,41,1633
1,NO,ATL,17,18,367,279,88,2,19,2,6,281,42,1489
2,NO,TB,14,14,273,113,160,10,118,2,6,243,41,1644
3,NO,ARI,7,16,247,161,86,3,18,2,8,326,32,1469
4,NO,MIA,17,19,331,216,115,5,25,4,4,208,36,1571
5,NO,CHI,18,20,434,340,94,6,43,1,4,181,45,1440
6,NO,NE,30,26,376,235,141,4,33,1,4,210,48,1911
8,NO,BUF,17,20,299,211,88,6,45,3,3,137,46,1650
9,NO,NYJ,26,14,338,140,198,8,62,0,5,222,44,1828
10,NO,DAL,17,9,193,104,89,11,82,0,8,403,48,1228
11,NO,SF,20,12,196,115,81,5,45,1,7,346,49,1521
12,NO,ATL,13,22,355,264,91,3,25,1,3,136,45,2026
13,NO,SEA,34,23,429,302,127,8,66,0,3,120,40,2018
14,NO,CAR,13,16,239,111,128,5,35,0,5,227,42,1947
15,NO,STL,27,17,302,158,144,4,30,0,4,167,42,1668
16,NO,CAR,17,10,222,141,81,3,26,1,8,406,47,1272
17,NO,TB,17,18,290,215,75,8,78,1,5,240,48,1548
1,NYG,DAL,36,22,331,244,87,5,40,1,6,275,43,2230
2,NYG,DEN,41,23,416,307,109,13,132,1,5,210,39,1682
3,NYG,CAR,38,27,402,208,194,4,32,2,2,97,39,2207
4,NYG,KC,31,21,390,288,102,7,62,3,5,223,38,2156
5,NYG,PHI,36,28,439,299,140,8,88,0,6,287,43,1927
6,NYG,CHI,27,26,372,262,110,5,51,0,3,110,37,1975
7,NYG,MIN,7,13,206,176,30,3,38,3,7,312,38,1418
8,NYG,PHI,7,15,201,153,48,4,48,3,6,266,43,1315
10,NYG,OAK,20,12,213,106,107,8,65,2,6,254,32,1678
11,NYG,GB,13,16,394,339,55,5,38,3,4,180,37,1486
12,NYG,DAL,24,24,327,220,107,11,85,1,7,313,40,1761
13,NYG,WAS,17,18,322,183,139,8,55,1,7,285,38,1895
14,NYG,SD,37,25,388,244,144,6,30,1,1,39,39,2216
15,NYG,SEA,23,21,327,193,134,8,50,1,7,289,38,2038
16,NYG,DET,20,24,355,207,148,7,60,3,6,270,41,2265
17,NYG,WAS,6,12,251,160,91,3,30,4,9,364,39,1701
1,NYJ,TB,17,12,250,185,65,13,102,1,7,326,45,1658
2,NYJ,NE,13,9,232,178,54,3,30,0,11,514,43,1560
3,NYJ,BUF,20,18,328,208,120,7,87,0,7,357,40,1547
4,NYJ,TEN,38,17,322,244,78,4,30,0,7,293,41,1838
5,NYJ,ATL,28,26,363,299,64,4,46,1,3,99,18,2127
6,NYJ,PIT,19,16,328,255,73,7,49,0,6,273,38,2149
7,NYJ,NE,27,21,295,205,90,7,100,1,8,404,38,1420
8,NYJ,CIN,49,20,402,323,79,4,45,1,3,161,50,1603
9,NYJ,NO,20,23,407,366,41,9,59,2,2,82,41,1772
11,NYJ,BUF,37,14,313,245,68,8,64,0,6,200,31,2022
12,NYJ,BAL,19,15,312,245,67,5,41,1,6,273,38,2045
13,NYJ,MIA,23,25,453,328,125,3,28,1,3,128,41,2332
14,NYJ,OAK,27,19,383,233,150,4,31,1,3,85,16,1834
15,NYJ,CAR,30,21,392,261,131,6,59,0,2,92,46,1981
16,NYJ,CLE,13,19,283,168,115,3,24,2,3,148,49,1648
17,NYJ,MIA,7,18,296,204,92,5,38,3,5,244,35,1656
1,OAK,IND,21,18,274,147,127,3,31,0,3,117,37,1633
2,OAK,JAC,9,15,248,214,34,10,70,0,8,349,40,1692
3,OAK,DEN,37,31,534,372,162,5,40,2,1,37,37,2124
4,OAK,WAS,24,15,339,217,122,3,29,1,8,280,28,1658
5,OAK,SD,17,27,423,391,32,5,30,5,2,77,39,1855
6,OAK,KC,24,16,216,105,111,4,20,1,8,392,42,1560
8,OAK,PIT,18,20,276,241,35,3,12,2,7,299,35,1799
9,OAK,PHI,49,21,542,414,128,7,52,0,6,259,43,1326
10,OAK,NYG,24,19,251,118,133,1,5,3,4,121,31,1922
11,OAK,HOU,23,14,394,304,90,9,50,2,9,442,41,1709
12,OAK,TEN,23,22,426,312,114,10,100,0,5,163,24,2148
13,OAK,DAL,31,23,352,208,144,6,40,1,5,238,39,1939
14,OAK,NYJ,37,18,352,209,143,4,36,1,2,85,33,1766
15,OAK,KC,56,19,384,306,78,8,91,1,4,198,43,1553
16,OAK,SD,26,24,344,196,148,3,24,3,1,37,37,2082
17,OAK,DEN,34,28,458,334,124,6,56,0,4,120,20,2129
1,PHI,WAS,27,25,382,308,74,10,75,3,3,126,42,1641
2,PHI,SD,33,33,539,413,126,4,32,2,1,40,40,2417
3,PHI,KC,26,19,395,248,147,9,65,0,5,218,41,2347
4,PHI,DEN,52,35,472,331,141,2,25,0,2,92,36,2002
5,PHI,NYG,21,21,383,330,53,12,136,4,7,338,42,1673
6,PHI,TB,20,19,351,257,94,8,72,1,5,230,43,2026
7,PHI,DAL,17,22,368,294,74,12,75,2,9,347,38,2173
8,PHI,NYG,15,16,325,237,88,11,92,1,5,219,41,2285
9,PHI,OAK,20,29,560,350,210,8,70,2,7,315,37,2274
10,PHI,GB,13,23,396,297,99,5,31,2,2,96,48,2064
11,PHI,WAS,16,23,427,236,191,4,39,2,6,223,36,2022
13,PHI,ARI,21,24,350,260,90,6,55,3,5,231,44,1834
14,PHI,DET,20,11,228,148,80,9,48,3,6,236,37,1713
15,PHI,MIN,48,29,455,370,85,3,25,1,2,97,48,2186
16,PHI,CHI,11,18,257,196,61,2,10,2,6,227,38,1780
17,PHI,DAL,22,21,417,358,59,1,5,3,3,111,29,1817
1,PIT,TEN,16,17,229,117,112,6,60,0,5,208,41,2041
2,PIT,CIN,20,22,407,280,127,9,84,0,7,326,38,2134
3,PIT,CHI,40,15,258,151,107,3,25,0,6,282,46,1896
4,PIT,MIN,34,16,393,248,145,5,89,0,4,167,41,1413
6,PIT,NYJ,6,18,267,184,83,5,60,2,7,312,40,1451
7,PIT,BAL,16,19,287,205,82,9,67,0,3,126,29,1739
8,PIT,OAK,21,13,278,81,197,6,39,3,8,372,38,1801
9,PIT,NE,55,33,610,413,197,3,30,1,2,101,29,1728
10,PIT,BUF,10,16,227,132,95,4,28,1,9,332,24,1484
11,PIT,DET,27,21,451,344,107,8,45,3,3,152,45,1665
12,PIT,CLE,11,19,367,312,55,2,10,4,5,195,35,1581
13,PIT,BAL,22,16,312,237,75,9,55,0,1,26,26,1796
14,PIT,MIA,34,15,259,145,114,4,31,1,3,142,45,1277
15,PIT,CIN,20,19,279,222,57,6,50,1,4,166,22,1704
