opp_week,opp_TEAM,opp_OPP,opp_opp_points,opp_first_downs,opp_total_yds,opp_passing_yds,opp_rushing_yds,opp_penalty_cnt,opp_penalty_yds,opp_turnovers,opp_punt_cnt,opp_punt_yds,opp_punt_avg,opp_pos_time
16,PIT,BAL,20,22,386,265,121,12,121,0,6,234,32,2060
17,PIT,CLE,12,22,263,177,86,8,47,4,3,143,46,2037
1,SEA,STL,34,19,352,276,76,4,30,3,3,142,26,1712
2,SEA,GB,27,21,361,234,127,6,35,1,3,139,39,1998
3,SEA,CHI,0,7,146,48,98,6,40,0,10,477,38,1644
4,SEA,DET,10,12,256,203,53,4,37,1,8,367,38,1676
5,SEA,CIN,27,27,419,310,109,7,50,2,6,293,44,2449
6,SEA,CAR,27,25,383,248,135,5,25,2,5,243,43,1932
7,SEA,SF,3,8,142,81,61,4,33,0,9,390,42,1315
8,SEA,DAL,12,14,220,91,129,5,40,0,4,188,44,1822
10,SEA,ARI,39,30,451,334,117,9,71,3,3,134,45,2332
11,SEA,SF,13,14,306,247,59,5,42,0,7,306,44,1341
12,SEA,PIT,30,26,538,480,58,6,65,4,2,79,40,1920
13,SEA,MIN,7,9,125,94,31,9,95,1,7,281,36,1490
14,SEA,BAL,6,16,302,274,28,9,94,2,5,226,41,1457
15,SEA,CLE,13,15,230,136,94,4,40,1,3,129,41,1527
16,SEA,STL,23,14,207,103,104,5,60,0,6,240,37,1674
17,SEA,ARI,6,16,232,205,27,6,43,3,6,284,24,1403
1,SF,MIN,3,17,248,177,71,5,25,1,4,150,38,1618
2,SF,PIT,43,21,453,369,84,7,58,0,3,142,44,1381
3,SF,ARI,47,28,446,307,139,4,24,1,4,144,22,2192
4,SF,GB,17,18,362,200,162,8,65,0,6,235,37,2194
5,SF,NYG,30,30,525,441,84,6,65,1,2,90,37,1918
6,SF,BAL,20,25,420,343,77,3,15,2,3,159,52,1987
7,SF,SEA,20,21,388,212,176,6,50,2,4,187,40,2285
8,SF,STL,27,16,388,191,197,12,93,1,8,436,50,1918
9,SF,ATL,16,17,302,285,17,6,63,0,7,304,41,1928
11,SF,SEA,29,28,508,253,255,8,51,0,4,154,37,2259
12,SF,ARI,19,26,337,267,70,7,47,0,4,183,36,2247
13,SF,CHI,20,20,364,194,170,8,72,1,6,257,43,2244
14,SF,CLE,24,28,481,251,230,8,71,2,3,119,28,2259
15,SF,CIN,24,14,242,174,68,6,45,1,8,413,42,1859
16,SF,DET,32,26,371,284,87,7,71,0,3,131,44,2190
17,SF,STL,16,21,364,231,133,11,105,0,5,259,48,2310
1,STL,SEA,31,21,343,219,124,7,46,1,4,195,24,2248
2,STL,WAS,24,19,373,191,182,7,53,1,6,244,37,2264
3,STL,PIT,12,17,259,197,62,4,63,1,4,196,41,1939
4,STL,ARI,22,26,447,334,113,3,20,3,1,44,44,1993
5,STL,GB,24,14,322,236,86,7,67,3,4,191,37,1577
7,STL,CLE,6,19,364,282,82,11,98,4,5,227,38,2133
8,STL,SF,6,11,189,151,38,13,93,0,10,460,44,1682
9,STL,MIN,21,21,293,148,145,6,67,1,8,334,36,1993
10,STL,CHI,37,17,397,244,153,4,44,2,4,187,43,2062
11,STL,BAL,16,16,388,292,96,10,137,2,7,336,46,1972
12,STL,CIN,31,19,376,236,140,3,35,1,4,193,43,1807
13,STL,ARI,27,29,524,349,175,3,25,0,6,261,33,2387
14,STL,DET,14,22,331,220,111,5,45,1,7,322,41,2030
15,STL,TB,23,30,509,363,146,9,56,2,3,122,41,1880
16,STL,SEA,17,18,313,253,60,10,83,3,5,202,36,1926
17,STL,SF,19,21,458,350,108,7,60,1,5,195,34,1983
1,TB,TEN,42,20,309,185,124,8,55,1,4,189,43,1890
2,TB,NO,19,21,323,219,104,10,115,3,4,175,35,1888
3,TB,HOU,19,30,413,227,186,6,58,1,6,266,33,2176
4,TB,CAR,37,17,244,111,133,5,45,1,4,154,30,1670
5,TB,JAC,31,21,325,270,55,3,12,2,4,221,34,1519
7,TB,WAS,31,27,355,305,50,4,20,1,4,189,43,1722
8,TB,ATL,20,28,496,395,101,11,124,4,0,0,0,2345
9,TB,NYG,32,24,327,213,114,6,49,2,1,64,63,2095
10,TB,DAL,6,12,216,174,42,6,68,1,6,252,42,1804
11,TB,PHI,17,21,383,247,136,5,25,4,6,279,40,1446
12,TB,IND,25,23,336,309,27,6,45,0,3,156,50,1945
13,TB,ATL,19,21,319,255,64,7,58,1,4,193,33,1725
14,TB,NO,24,26,388,301,87,12,95,0,4,175,34,2234
15,TB,STL,31,16,319,221,98,5,35,0,5,220,44,1720
16,TB,CHI,26,21,327,153,174,3,25,0,5,177,29,2223
17,TB,CAR,38,23,366,255,111,7,33,2,2,76,38,1910
1,TEN,TB,14,16,273,181,92,12,97,2,4,188,44,1710
2,TEN,CLE,28,13,274,158,116,4,40,0,6,319,43,1489
3,TEN,IND,35,20,378,245,133,11,71,2,5,249,50,1501
5,TEN,BUF,14,13,209,82,127,7,62,1,7,357,42,1469
6,TEN,MIA,38,26,434,254,180,9,97,2,3,131,39,1913
7,TEN,ATL,10,21,378,251,127,6,53,2,4,174,44,2085
8,TEN,HOU,20,14,270,214,56,7,85,0,8,407,41,1732
9,TEN,NO,28,30,416,357,59,8,75,2,4,183,43,1969
10,TEN,CAR,27,24,303,184,119,5,45,0,4,189,47,2155
11,TEN,JAC,19,18,308,218,90,8,88,2,4,192,44,1705
12,TEN,OAK,24,22,407,323,84,11,94,2,4,169,41,2095
13,TEN,JAC,39,20,383,302,81,6,21,1,3,160,43,1586
14,TEN,NYJ,30,24,439,256,183,3,20,0,3,138,39,2156
15,TEN,NE,33,17,346,253,93,5,35,1,4,182,40,1777
16,TEN,HOU,34,19,330,202,128,4,28,1,6,314,47,2173
17,TEN,IND,30,20,327,200,127,6,71,1,5,216,41,1997
1,WAS,MIA,17,19,256,182,74,6,39,1,4,217,44,1326
2,WAS,STL,10,11,213,146,67,9,80,0,8,381,46,1336
3,WAS,NYG,32,19,363,279,84,8,67,0,4,171,40,1890
4,WAS,PHI,20,14,320,233,87,8,72,2,6,251,38,1132
5,WAS,ATL,25,29,418,242,176,4,62,3,1,51,41,2096
6,WAS,NYJ,34,22,474,253,221,1,5,3,2,49,16,1959
7,WAS,TB,30,21,479,289,190,16,142,1,2,89,43,1878
9,WAS,NE,27,27,460,299,161,6,43,2,2,69,30,2225
10,WAS,NO,14,16,350,192,158,7,50,2,4,190,44,1586
11,WAS,CAR,44,27,368,226,142,8,66,0,4,207,46,2287
12,WAS,NYG,14,17,332,299,33,4,35,3,7,353,41,1440
13,WAS,DAL,19,16,317,220,97,8,70,3,4,166,42,1633
14,WAS,CHI,21,20,377,290,87,7,79,1,5,228,40,1538
15,WAS,BUF,25,21,452,212,240,8,56,0,4,140,34,1856
16,WAS,PHI,24,23,398,353,45,8,45,2,7,305,42,1545
17,WAS,DAL,23,27,512,412,100,4,44,4,5,231,45,1563
1,STL,SEA,31,21,343,219,124,7,46,1,4,195,24,2248
2,STL,WAS,24,19,373,191,182,7,53,1,6,244,37,2264
3,STL,PIT,12,17,259,197,62,4,63,1,4,196,41,1939
4,STL,ARI,22,26,447,334,113,3,20,3,1,44,44,1993
5,STL,GB,24,14,322,236,86,7,67,3,4,191,37,1577
7,STL,CLE,6,19,364,282,82,11,98,4,5,227,38,2133
8,STL,SF,6,11,189,151,38,13,93,0,10,460,44,1682
9,STL,MIN,21,21,293,148,145,6,67,1,8,334,36,1993
10,STL,CHI,37,17,397,244,153,4,44,2,4,187,43,2062
11,STL,BAL,16,16,388,292,96,10,137,2,7,336,46,1972
12,STL,CIN,31,19,376,236,140,3,35,1,4,193,43,1807
13,STL,ARI,27,29,524,349,175,3,25,0,6,261,33,2387
14,STL,DET,14,22,331,220,111,5,45,1,7,322,41,2030
15,STL,TB,23,30,509,363,146,9,56,2,3,122,41,1880
16,STL,SEA,17,18,313,253,60,10,83,3,5,202,36,1926
17,STL,SF,19,21,458,350,108,7,60,1,5,195,34,1983
1,JAC,CAR,20,17,263,158,105,3,22,1,4,179,38,2046
2,JAC,MIA,20,17,386,344,42,13,112,0,6,289,40,1792
3,JAC,NE,51,35,471,346,125,4,30,0,0,0,0,2080
4,JAC,IND,16,22,326,266,60,4,45,2,6,287,45,2054
5,JAC,TB,38,20,369,186,183,10,72,0,3,101,31,2081
6,JAC,HOU,31,24,382,287,95,10,69,0,4,155,27,1802
7,JAC,BUF,31,26,375,260,115,10,87,4,3,148,49,1882
9,JAC,NYJ,28,14,290,261,29,6,41,0,9,351,37,1844
10,JAC,BAL,20,22,397,308,89,9,122,4,5,202,36,1768
11,JAC,TEN,13,22,316,212,104,6,59,1,5,226,30,1895
12,JAC,SD,31,24,369,290,79,8,70,0,6,247,31,1884
13,JAC,TEN,42,26,467,257,210,4,38,2,3,133,38,2014
14,JAC,IND,16,17,322,227,95,8,85,2,7,335,35,1848
15,JAC,ATL,23,22,328,245,83,5,43,1,5,216,40,2073
16,JAC,NO,38,29,537,402,135,5,40,0,2,99,38,2273
17,JAC,HOU,30,25,402,242,160,9,55,1,4,190,35,2137
1,SD,DET,28,16,302,233,69,4,29,2,5,176,35,1308
2,SD,CIN,24,20,389,214,175,9,75,2,3,161,47,1791
3,SD,MIN,31,18,284,121,163,3,39,1,4,165,41,1591
4,SD,CLE,27,20,432,332,100,12,91,1,4,192,47,2059
5,SD,PIT,24,14,349,194,155,8,86,1,8,322,40,1577
6,SD,GB,27,17,370,237,133,6,50,0,4,162,42,1320
7,SD,OAK,37,19,412,282,130,14,136,0,4,152,28,1849
8,SD,BAL,29,23,365,293,72,5,46,0,2,122,62,1794
9,SD,CHI,22,25,446,337,109,6,55,2,2,85,43,2015
11,SD,KC,33,22,385,232,153,5,35,0,5,203,41,2008
12,SD,JAC,25,20,420,318,102,6,35,1,3,124,30,1716
13,SD,DEN,17,19,293,159,134,3,18,1,5,183,32,1977
14,SD,KC,10,18,329,179,150,8,53,2,4,154,34,1732
15,SD,MIA,14,13,231,187,44,9,72,1,8,366,40,1267
16,SD,OAK,23,14,281,175,106,16,121,1,8,400,50,2001
17,SD,DEN,27,21,503,293,210,6,35,5,3,134,45,1528
