opp_week,opp_TEAM,opp_OPP,opp_opp_points,opp_first_downs,opp_total_yds,opp_passing_yds,opp_rushing_yds,opp_penalty_cnt,opp_penalty_yds,opp_turnovers,opp_punt_cnt,opp_punt_yds,opp_punt_avg,opp_pos_time
11,CLE,PIT,7,18,236,178,58,6,41,4,5,248,46,1562
12,CLE,MIA,24,22,284,192,92,8,94,2,4,178,42,1434
13,CLE,PIT,20,18,323,199,124,10,65,1,4,173,37,1674
14,CLE,CIN,19,27,451,272,179,8,99,1,2,83,34,2071
15,CLE,ARI,38,26,445,219,226,5,34,1,2,79,35,1751
16,CLE,BAL,31,31,481,238,243,7,50,1,2,102,46,2059
17,CLE,CIN,33,22,361,182,179,3,20,1,3,167,46,2081
1,DAL,NYG,17,25,470,319,151,8,70,2,4,166,42,1662
2,DAL,WAS,21,19,255,208,47,6,44,0,4,198,49,1598
3,DAL,MIA,6,17,283,211,72,5,35,1,5,219,41,1744
4,DAL,NO,12,18,266,149,117,9,80,1,4,174,40,2164
5,DAL,GB,34,24,335,215,120,9,78,0,6,297,47,2203
6,DAL,NYJ,24,20,382,326,56,8,105,1,4,181,43,1677
7,DAL,PHI,10,16,283,168,115,5,40,4,3,152,47,1658
9,DAL,NYG,18,20,271,171,100,8,71,3,3,142,39,1916
10,DAL,MIN,28,27,364,211,153,5,35,0,4,170,43,2007
11,DAL,DET,27,19,312,191,121,11,89,0,6,269,45,1746
12,DAL,NE,13,17,282,181,101,6,56,0,6,263,34,1778
13,DAL,BUF,26,22,356,232,124,7,53,0,3,126,42,1998
14,DAL,CHI,31,24,382,231,151,4,30,2,4,162,41,1938
15,DAL,LA,21,23,289,267,22,5,29,1,5,279,52,1434
16,DAL,PHI,17,23,431,313,118,4,30,0,4,163,38,2172
17,DAL,WAS,16,13,271,183,88,2,10,2,4,227,50,1545
1,DEN,OAK,24,19,357,259,98,9,62,0,3,134,38,1965
2,DEN,CHI,16,18,273,120,153,7,65,0,5,287,50,1621
3,DEN,GB,27,16,312,235,77,7,53,0,4,212,47,1466
4,DEN,JAX,26,25,455,186,269,12,104,0,6,273,44,2352
5,DEN,LAC,13,19,246,211,35,4,43,3,5,232,42,1824
6,DEN,TEN,0,12,204,165,39,6,40,3,9,424,42,1814
7,DEN,KC,30,14,271,191,80,6,46,0,6,266,42,1933
8,DEN,IND,15,19,318,191,127,10,103,1,5,232,42,1756
9,DEN,CLE,19,21,351,261,90,5,40,0,3,160,40,2130
11,DEN,MIN,27,19,321,284,37,5,49,2,5,236,47,1397
12,DEN,BUF,20,22,424,180,244,12,90,1,4,128,32,2104
13,DEN,LAC,20,17,359,244,115,7,82,2,4,181,35,1929
14,DEN,HOU,24,26,414,280,134,9,44,3,2,74,36,1715
15,DEN,KC,23,27,419,327,92,5,45,1,2,79,36,2013
16,DEN,DET,17,13,191,95,96,7,68,0,5,261,44,1432
17,DEN,OAK,15,18,477,380,97,10,107,1,3,124,40,1980
1,DET,ARI,27,21,387,275,112,7,35,1,8,380,45,1837
2,DET,LAC,10,21,424,287,137,9,70,2,4,202,46,1879
3,DET,PHI,24,22,373,246,127,4,30,2,3,144,40,1938
4,DET,KC,34,29,438,315,123,7,51,3,2,91,46,1565
6,DET,GB,23,22,447,277,170,6,48,3,3,155,52,1984
7,DET,MIN,42,32,504,338,166,6,60,0,2,98,49,1930
8,DET,NYG,26,24,370,290,80,5,44,1,3,135,44,1847
9,DET,OAK,31,25,450,279,171,10,96,0,2,96,48,1970
10,DET,CHI,20,13,226,145,81,7,57,0,9,387,40,1686
11,DET,DAL,35,26,509,434,75,6,45,1,3,124,30,1854
12,DET,WAS,19,13,230,144,86,8,63,2,5,260,46,1590
13,DET,CHI,24,22,419,331,88,10,89,1,3,144,43,1850
14,DET,MIN,20,22,354,234,120,8,55,0,6,222,35,2023
15,DET,TB,38,23,495,446,49,9,70,1,3,109,36,1999
16,DET,DEN,27,25,348,198,150,6,50,0,4,189,29,2168
17,DET,GB,23,25,432,312,120,9,97,1,5,221,38,2096
1,GB,CHI,3,16,254,208,46,10,107,1,8,341,43,1737
2,GB,MIN,16,15,421,223,198,8,100,4,6,264,44,1554
3,GB,DEN,16,20,310,161,149,3,27,3,3,148,43,2134
4,GB,PHI,34,24,336,160,176,9,93,0,4,167,42,1659
5,GB,DAL,24,32,563,441,122,11,124,3,3,100,33,1397
6,GB,DET,22,13,299,243,56,8,50,0,4,186,49,1616
7,GB,OAK,24,21,484,329,155,8,97,2,2,106,53,1776
8,GB,KC,24,21,337,249,88,3,30,1,3,154,51,1607
9,GB,LAC,26,24,442,283,159,5,45,0,1,38,38,2151
10,GB,CAR,16,26,401,281,120,5,46,2,3,122,34,1718
12,GB,SF,37,16,339,227,112,9,78,0,4,182,46,1484
13,GB,NYG,13,20,335,240,95,4,31,3,1,47,44,1877
14,GB,WAS,15,18,262,141,121,3,25,1,6,264,36,1776
15,GB,CHI,13,20,415,319,96,4,35,3,4,155,36,2062
16,GB,MIN,10,7,139,82,57,3,30,1,8,377,44,1348
17,GB,DET,20,17,305,134,171,4,50,1,7,317,40,1504
1,HOU,NO,30,25,510,362,148,7,48,1,2,88,44,1813
2,HOU,JAX,12,16,281,178,103,9,70,1,6,288,47,1801
3,HOU,LAC,20,22,366,293,73,7,69,1,4,193,40,1908
4,HOU,CAR,16,19,297,203,94,6,35,3,4,158,35,1838
5,HOU,ATL,32,22,373,316,57,7,63,1,5,251,46,1740
6,HOU,KC,24,20,309,256,53,11,79,2,2,119,55,1212
7,HOU,IND,30,23,383,321,62,6,45,1,4,174,43,1972
8,HOU,OAK,24,15,378,285,93,11,100,0,6,292,43,1447
9,HOU,JAX,3,21,356,282,74,4,34,4,3,153,44,1647
11,HOU,BAL,41,25,491,235,256,8,65,0,0,0,0,2179
12,HOU,IND,17,19,296,121,175,3,29,0,5,239,43,1997
13,HOU,NE,22,29,448,303,145,8,60,1,4,176,38,2075
14,HOU,DEN,38,22,391,301,90,7,50,1,2,86,39,1885
15,HOU,TEN,21,24,432,269,163,4,30,1,3,145,48,1720
16,HOU,TB,20,19,435,329,106,6,45,5,2,81,36,1828
17,HOU,TEN,35,25,467,222,245,5,37,0,4,189,41,1701
1,IND,LAC,30,25,435,310,125,3,20,2,2,98,47,1970
2,IND,TEN,17,18,243,119,124,5,75,0,6,288,41,1686
3,IND,ATL,24,25,397,304,93,16,128,1,1,39,39,1717
4,IND,OAK,31,21,377,189,188,11,80,1,5,253,44,2021
5,IND,KC,13,18,324,288,36,11,125,1,4,155,39,1365
7,IND,HOU,23,21,391,291,100,10,54,2,2,89,35,1628
8,IND,DEN,13,21,279,166,113,10,88,0,7,276,38,1844
9,IND,PIT,26,17,273,183,90,5,70,2,1,48,48,1768
10,IND,MIA,16,13,229,159,70,4,30,2,5,227,34,1888
11,IND,JAX,13,15,308,279,29,8,81,1,6,280,45,1568
12,IND,HOU,20,16,396,297,99,4,27,1,2,94,47,1603
13,IND,TEN,31,15,292,138,154,3,33,2,5,244,42,1649
14,IND,TB,38,29,542,467,75,6,104,4,2,91,29,2055
15,IND,NO,34,27,424,307,117,6,52,0,2,87,44,2182
16,IND,CAR,6,19,286,199,87,6,46,3,3,159,-12,1941
17,IND,JAX,38,23,353,286,67,3,27,1,2,118,49,2033
1,JAX,KC,40,24,491,378,113,5,55,0,1,51,31,1875
2,JAX,HOU,13,17,263,137,126,7,47,0,7,307,43,1799
3,JAX,TEN,7,21,340,249,91,9,101,1,8,372,40,2116
4,JAX,DEN,24,19,371,303,68,5,48,1,6,271,44,1248
5,JAX,CAR,34,22,445,160,285,8,70,0,5,238,44,1656
6,JAX,NO,13,18,326,222,104,3,35,0,6,251,42,1989
7,JAX,CIN,17,21,291,258,33,6,50,4,6,290,46,1303
8,JAX,NYJ,15,15,213,167,46,10,83,3,5,246,44,1599
9,JAX,HOU,26,21,410,194,216,7,60,1,3,136,43,1953
11,JAX,IND,33,23,389,125,264,3,20,2,3,129,43,2032
12,JAX,TEN,42,21,471,252,219,6,54,2,3,132,46,1384
13,JAX,TB,28,19,315,241,74,8,44,1,4,193,31,2012
14,JAX,LAC,45,27,525,330,195,6,65,0,2,104,52,1763
15,JAX,OAK,16,27,364,236,128,6,51,0,4,167,40,2052
16,JAX,ATL,24,28,518,383,135,9,64,2,3,121,38,1987
17,JAX,IND,20,17,275,143,132,4,36,2,3,133,43,1567
1,KC,JAX,26,18,428,347,81,10,71,2,2,96,48,1725
2,KC,OAK,10,19,307,178,129,7,52,2,6,264,36,1645
3,KC,BAL,28,29,452,249,203,7,60,0,3,153,41,1964
4,KC,DET,30,29,447,261,186,8,48,2,3,131,43,2035
5,KC,IND,19,25,331,151,180,7,50,1,3,123,41,2235
6,KC,HOU,31,35,472,280,192,10,70,3,0,0,0,2388
7,KC,DEN,6,15,205,134,71,4,33,1,7,280,33,1667
8,KC,GB,31,21,374,256,118,4,25,0,3,106,29,1993
9,KC,MIN,23,17,308,212,96,3,25,0,8,353,42,1692
10,KC,TEN,35,19,371,146,225,8,64,1,4,204,50,1328
11,KC,LAC,17,23,438,345,93,9,60,4,3,143,40,1862
13,KC,OAK,9,19,332,210,122,12,99,3,2,77,39,1901
14,KC,NE,16,17,278,184,94,5,25,1,4,165,36,1539
15,KC,DEN,3,15,251,199,52,7,72,1,4,171,43,1587
16,KC,CHI,3,18,234,133,101,7,50,0,3,139,43,1596
17,KC,LAC,21,25,366,258,108,8,40,2,3,134,38,2164
1,LA,CAR,27,21,343,216,127,6,46,3,4,193,39,1604
2,LA,NO,9,15,244,187,57,11,87,1,5,244,40,1779
3,LA,CLE,13,18,270,175,95,8,60,1,6,240,40,1897
4,LA,TB,55,27,464,376,88,12,99,1,2,88,34,1956
5,LA,SEA,30,25,429,262,167,5,45,1,4,190,44,2118
6,LA,SF,20,22,331,232,99,4,30,2,4,159,38,2332
7,LA,ATL,10,14,224,186,38,5,48,3,5,205,34,1371
8,LA,CIN,10,24,401,297,104,6,40,0,5,208,42,1963
10,LA,PIT,17,15,273,231,42,13,107,2,9,383,40,1900
11,LA,CHI,7,17,267,193,74,2,25,1,6,258,43,1964
12,LA,BAL,45,31,480,195,285,8,66,0,1,48,44,2396
13,LA,ARI,7,13,198,124,74,2,7,1,7,311,44,1523
14,LA,SEA,12,16,308,202,106,8,64,1,5,230,46,1736
15,LA,DAL,44,25,475,212,263,4,16,0,2,95,48,2166
16,LA,SF,34,19,334,215,119,3,26,2,5,219,44,1659
17,LA,ARI,24,22,393,322,71,8,63,5,3,151,44,1382
1,MIA,BAL,59,31,643,378,265,4,40,0,1,56,56,2407
2,MIA,NE,43,27,379,255,124,5,54,1,3,144,46,2190
3,MIA,DAL,31,28,476,241,235,8,100,1,3,133,44,1856
4,MIA,LAC,30,24,390,311,79,10,89,0,0,0,0,2256
6,MIA,WAS,17,13,311,166,145,6,56,0,7,315,39,1641
7,MIA,BUF,31,17,305,188,117,9,83,0,3,127,36,1589
8,MIA,PIT,27,21,394,236,158,9,70,1,3,140,35,2118
9,MIA,NYJ,18,17,321,238,83,10,105,1,4,176,39,1726
10,MIA,IND,12,19,300,191,109,3,25,3,4,172,39,1712
11,MIA,BUF,37,22,424,256,168,5,50,0,5,218,44,1809
12,MIA,CLE,41,30,467,320,147,7,70,1,1,37,37,2166
13,MIA,PHI,31,23,386,294,92,10,91,1,3,128,43,1722
14,MIA,NYJ,22,22,374,262,112,5,88,1,3,125,33,1794
15,MIA,NYG,36,24,412,274,138,4,32,3,5,209,42,1867
16,MIA,CIN,35,25,430,371,59,10,77,1,8,388,45,2016
17,MIA,NE,24,18,352,217,135,6,54,2,4,178,43,1569
1,MIN,ATL,12,27,345,272,73,9,78,3,4,130,26,1813
2,MIN,GB,21,20,335,191,144,6,35,2,8,381,42,2046
3,MIN,OAK,14,17,302,214,88,7,84,1,4,217,49,1708
4,MIN,CHI,16,17,269,197,72,7,50,0,5,241,46,2127
5,MIN,NYG,10,18,211,147,64,5,45,1,3,134,33,1640
6,MIN,PHI,20,19,400,292,108,7,49,3,3,131,42,1676
7,MIN,DET,30,26,433,352,81,8,67,1,3,150,47,1670
8,MIN,WAS,9,14,216,131,85,4,46,2,2,107,54,1404
9,MIN,KC,26,17,377,230,147,4,25,1,5,251,44,1908
10,MIN,DAL,24,24,443,393,50,5,39,1,2,72,36,1593
11,MIN,DEN,23,20,394,270,124,6,35,1,3,105,35,2203
13,MIN,SEA,37,24,444,226,218,1,30,2,3,126,42,2385
14,MIN,DET,7,18,231,161,70,4,28,2,7,347,43,1577
15,MIN,LAC,10,17,345,283,62,5,48,7,1,26,26,1659
16,MIN,GB,23,22,383,199,184,2,20,3,5,234,42,2252
17,MIN,CHI,21,24,337,179,158,3,34,1,2,111,52,2260
1,NE,PIT,3,15,308,276,32,6,54,1,5,228,39,1647
2,NE,MIA,0,11,184,142,42,4,22,4,7,298,41,1410
3,NE,NYJ,14,6,105,69,36,5,67,1,10,464,42,1486
4,NE,BUF,10,23,375,240,135,8,76,4,6,180,23,1960
5,NE,WAS,7,11,223,78,145,6,72,2,10,500,43,1687
6,NE,NYG,14,10,213,161,52,5,40,4,6,196,27,1224
7,NE,NYJ,0,12,154,73,81,8,60,6,5,231,41,1293
8,NE,CLE,13,15,310,151,159,13,85,3,4,178,43,1665
9,NE,BAL,37,26,372,162,210,4,34,2,2,98,49,2221
11,NE,PHI,10,21,255,174,81,7,39,1,8,387,43,1895
12,NE,DAL,9,16,321,212,109,7,50,1,5,160,27,1822
13,NE,HOU,28,16,276,224,52,8,79,0,5,236,46,1525
14,NE,KC,23,20,346,271,75,10,136,2,4,131,26,2061
15,NE,CIN,13,19,315,151,164,5,25,5,3,125,41,1971
16,NE,BUF,17,14,268,176,92,7,46,0,6,266,42,1268
17,NE,MIA,27,26,389,326,63,4,35,0,4,170,41,2031
1,NO,HOU,28,22,414,234,180,8,69,1,4,172,38,1787
2,NO,LA,27,20,380,265,115,8,65,1,4,199,41,1821
3,NO,SEA,27,26,514,406,108,7,53,1,4,165,28,1893
4,NO,DAL,10,15,257,212,45,6,64,3,4,181,35,1436
5,NO,TB,24,19,252,158,94,4,30,0,6,263,43,1593
6,NO,JAX,6,11,226,151,75,2,15,1,5,244,46,1611
7,NO,CHI,25,16,252,235,17,3,10,2,7,263,27,1354
8,NO,ARI,9,10,237,197,40,5,35,0,5,238,44,1321
10,NO,ATL,26,24,317,174,143,7,48,1,2,77,29,2026
11,NO,TB,17,21,334,298,36,7,55,4,3,129,32,1380
12,NO,CAR,31,26,351,230,121,3,25,1,3,126,43,1893
13,NO,ATL,18,27,348,259,89,4,18,3,3,87,29,2137
14,NO,SF,48,25,516,354,162,10,67,1,3,134,32,1717
15,NO,IND,7,16,205,159,46,7,49,0,6,222,32,1418
16,NO,TEN,28,17,397,248,149,6,56,1,7,299,40,1736
17,NO,CAR,10,16,329,288,41,5,54,3,7,347,44,1460
1,NYG,DAL,35,23,494,405,89,6,47,0,4,165,40,1938
2,NYG,BUF,28,24,388,237,151,9,65,0,7,325,36,1958
3,NYG,TB,31,24,499,355,144,4,30,1,4,179,37,1992
4,NYG,WAS,3,8,176,121,55,12,58,4,6,319,52,1431
5,NYG,MIN,28,22,490,279,211,12,112,1,1,57,40,1960
6,NYG,NE,35,27,427,313,114,3,20,2,3,122,41,2376
7,NYG,ARI,27,18,245,89,156,10,85,0,5,169,22,1799
8,NYG,DET,31,17,375,316,59,7,75,2,2,88,43,1753
9,NYG,DAL,37,24,429,257,172,10,104,2,2,80,33,1684
10,NYG,NYJ,34,18,294,218,76,7,54,0,5,228,44,1844
12,NYG,CHI,19,20,335,270,65,6,40,2,6,250,33,1991
13,NYG,GB,31,19,322,243,79,7,54,0,3,140,43,1723
14,NYG,PHI,23,27,418,300,118,4,30,1,8,387,45,2571
15,NYG,MIA,20,22,384,262,122,7,42,1,3,126,39,1733
16,NYG,WAS,35,25,361,281,80,6,51,0,5,236,46,2028
17,NYG,PHI,34,25,400,279,121,7,55,0,7,303,40,1885
1,NYJ,BUF,17,23,370,242,128,7,55,4,3,130,30,1679
2,NYJ,CLE,23,16,375,305,70,9,85,1,6,231,38,1781
3,NYJ,NE,30,21,381,313,68,8,70,2,7,310,41,2114
5,NYJ,PHI,31,17,265,181,84,9,76,1,5,234,44,1852
6,NYJ,DAL,22,26,399,270,129,9,68,0,3,137,38,1923
7,NYJ,NE,33,22,323,249,74,7,92,1,7,261,35,2307
8,NYJ,JAX,29,21,389,278,111,9,70,1,4,153,38,2001
9,NYJ,MIA,26,22,316,266,50,6,51,0,4,166,42,1874
10,NYJ,NYG,27,15,281,258,23,6,62,2,6,322,46,1756
11,NYJ,WAS,17,13,225,171,54,11,66,1,6,317,46,1661
12,NYJ,OAK,3,10,208,140,68,4,35,2,7,315,38,1710
13,NYJ,CIN,22,18,277,233,44,2,15,0,5,238,40,1901
14,NYJ,MIA,21,22,362,240,122,5,48,1,1,45,33,1806
15,NYJ,BAL,42,23,430,212,218,6,35,0,5,181,22,1898
16,NYJ,PIT,10,16,260,185,75,4,34,2,7,279,37,1892
17,NYJ,BUF,6,17,309,236,73,5,40,3,6,215,34,1719
1,OAK,DEN,16,18,344,249,95,6,44,0,3,145,45,1635
2,OAK,KC,28,24,467,436,31,10,114,1,5,196,37,1955
3,OAK,MIN,34,23,385,174,211,6,59,0,2,95,48,1892
4,OAK,IND,24,22,346,265,81,5,35,2,4,186,46,1579
5,OAK,CHI,21,15,236,194,42,10,75,2,5,213,40,1517
7,OAK,GB,42,22,481,421,60,3,20,0,3,166,40,1824
8,OAK,HOU,27,29,388,258,130,7,50,0,4,207,46,2153
9,OAK,DET,24,26,473,383,90,5,35,2,2,86,25,1630
10,OAK,LAC,24,26,315,169,146,8,70,3,3,130,40,2050
11,OAK,CIN,10,16,246,73,173,4,40,2,5,225,45,1478
12,OAK,NYJ,34,21,401,313,88,4,37,1,4,190,39,1890
13,OAK,KC,40,22,259,163,96,0,0,0,2,83,40,1699
14,OAK,TEN,42,26,552,391,161,4,21,1,2,102,45,1752
15,OAK,JAX,20,17,262,185,77,8,87,0,5,248,49,1548
16,OAK,LAC,17,21,284,265,19,2,15,0,6,285,41,1596
17,OAK,DEN,16,16,238,168,70,9,61,1,5,254,50,1620
1,PHI,WAS,27,15,398,370,28,12,96,0,5,272,45,1533
2,PHI,ATL,24,19,367,310,57,10,58,3,3,118,37,1626
3,PHI,DET,27,16,287,201,86,9,61,0,5,226,37,1662
4,PHI,GB,27,31,491,414,77,5,50,2,2,83,42,1941
5,PHI,NYJ,6,9,128,61,67,9,52,3,8,407,47,1748
6,PHI,MIN,38,26,447,325,122,4,30,2,3,123,36,1924
7,PHI,DAL,37,23,402,213,189,6,65,1,3,127,40,1942
8,PHI,BUF,13,16,253,155,98,8,57,1,6,257,39,1443
9,PHI,CHI,14,10,164,102,62,9,70,1,8,372,44,1182
11,PHI,NE,17,19,298,224,74,6,89,0,8,381,46,1705
12,PHI,SEA,17,14,348,174,174,12,90,2,7,273,37,1685
13,PHI,MIA,37,26,409,351,58,7,59,1,3,96,32,1878
14,PHI,NYG,17,11,255,182,73,7,54,0,9,415,44,1319
15,PHI,WAS,27,19,352,251,101,5,60,1,4,196,44,1383
